slug,code_commune,nom_ville,date,auteur,note_moyenne,environnement,transports,securite,sante,sports_et_loisirs,culture,enseignement,commerces,qualite_de_vie,points_positifs,points_negatifs
reims,51454,Reims,26-06-2026,AlBundy,1.19,2,,,,,,,,,"Rémois de naissance j'ai vu la déliquescence de la ville, qui était déjà pas bien dynamique... 
Offre culturelle inexistante. La Cartonnerie avait une bonne programmation, depuis le seul but est de brasser le + large possible. Finis les concerts dans les MJC ou petits bars, finis les festivals (Elektricity, Magnitudes ou Oktob'rock avaient des programmations dignes de ce nom...) 
Niveau sport, même pas une patinoire digne de ce nom depuis la disparition de Bocquaine. 2 hangars (Barot & Albert 1er) sans âme, quitte à multiplier les frais (électriques, surfaceuses, etc).","Mais le pire à Reims, ça reste bien sur la mentalité des rémois... Et ça, ça ne changera pas."
reims,51454,Reims,28-05-2026,reims 3000,2.81,2,,,,,,,,,"Ville à taille humaine, quelques commerçants et artisans de qualité. Beaucoup d'efforts réalisés pour embellir la ville et faciliter sa circulation. À proximité de pas mal de choses. Il y a une belle architecture en hyper centre. Gare tgv.","Les habitants sont plutôt peu chaleureux, froids, hautains, même si il y a bien évidemment des gens et commerces de très très grande qualité. 
Les rémois restent entre eux, peu ouverts sur les autres. Culturellement c'est mitigé(en fonction des gouts de chacun) mais il y a parfois de belles surprises.. 
L'intégration y est difficile pour beaucoup de nouveaux arrivants. Professionnellement c'est pareil, c'est froid et mieux vaut être natif du coin même si vous travaillez bien. 
À savoir qu'il y a pas mal de quartiers proches de la ville également. Manque de spécialistes médicaux. 
Je pense que cette ambiance un peu spéciale est plutôt régionale. 
Mieux vaut être un natif de la région pour s'y intégrer."
reims,51454,Reims,26-05-2026,Cornichon,0.75,2,,,,,,,,,Les musées rénovés ainsi que les quartiers populaires embellis.,"Ville la plus embouteillée de France après destruction du Pont de Gaulle remplacé par une une vulgaire passerelle piétonne au coût exorbitant de 13 millions... 
Le Centre-ville de Reims avec sa Place d'Erlon est devenu un coupe-Gorge de jour comme de nuit avec ces bagarres d'ivrognes et coups de couteau. 
Centre ville crasseux et boutiques qui ferment laissant la place aux franchises de mal bouffe sentant l'huile de friteuse qui parfument les pauvres touristes effarés. Des voitures tuning de kassos tous les Weekend faisant des blessés en toute impunité. Mais que fait le maire de Reims ? 
Fuyez Reims !!!"
reims,51454,Reims,14-02-2026,Laisné,1.94,4,,,,,,,,,"Soyons clair, si il n'y avait pas le côté historique qui provoque l'afflux touristique dans cette ville, ça serait un Marseille 2.0. J'y suis depuis 1 an et c'est vraiment une catastrophe cette ville, mon conseil : n'y venez pas si vous souhaitez avoir une vie agréable. Si je pouvais mettre 0 je le mettrais en note.","90% des gens sont des sauvages sans aucun respect ou amabilité, les gens gueulent ou parlent fort de partout. Vous souhaitez trouver un travail ? Si vous bossez pas en bâtiment ou vente passez votre chemin, ça constitue 85% du travail ici. 
Il m'est arrivé que des mauvaises choses dans cette ville, ce qui en fait pour moi, une des pires villes de France, même en étant quelqu'un de sociable et souriant, cette ville m'a retiré mon sourire et mon envie de parler aux gens."
reims,51454,Reims,19-01-2026,Kira,1.38,0,,,,,,,,,Il y a rien de positif dans cette ville car les Rémois se prennent pour des bourgeois. Ils sont froids et pénibles.,"Aucun, vraiment impossible pour les jeunes en difficulté. Depuis que je suis arrivé ici, je n'ai que des problèmes, non seulement logement mais aussi professionnel."
reims,51454,Reims,09-09-2025,Oulize,5.56,6,,,,,,,,,"Je suis nouveau sur Reims. J'aime le calme, le cadre de vie, le coût de la vie qui est un peu moins cher qu'ailleurs.","Je commence à regretter mon choix car l'attitude des rémois est très agressive. Depuis mon arrivée, j'ai eu au moins 5 ou 6 exemplaires de l'aigreur des rémois (agent de la gare qui renseigne mal avec méchanceté), personnes de la salle de sport hyper froids et distants. 
 
Est-ce juste mon impression ? Je suis sidéré par l'aigreur et la mauvaise humeur des rémois. 
 
 Adresse email invalide !!"
reims,51454,Reims,21-04-2025,Azael,7.81,8,,,,,,,,,"Les parcs,  la propreté,  la proximité avec Paris. La ville est très agréable,  dégagée et le loyer est relativement bas.","Les transports en commun qui manquent : pas de tram en dehors du centre de Reims,  la périphérie est très mal desservie et il faut absolument une voiture pour aller faire les courses."
reims,51454,Reims,18-04-2025,Rems,8.44,6,,,,,,,,,La ville s'est vraiment embellie ces dernières années avec les nombreux grands travaux. Après avoir vécu trois ans à Grenoble je dois avouer que la sécurité à Reims y ait vraiment top avec des patrouilles régulières.,Le manque de boutiques dans le centre ville de Reims et le manque de dynamisme économique.
le-havre,76351,Le Havre,22-05-2026,LH ça pue,3.56,2,,,,,,,,,"Une ville où vous pouvez voir de belles choses, mais bon à faire qu'une seule fois. 
Malheureusement pas grand chose","Ville mal entretenue et sale. Ça sent pas bon dans les rues à cause des poubelles retournées et des crottes de chiens que l'on retrouve tous les mètres. Pas grand chose à faire, les magasins ferment et des kebabs ouvrent. 
La ville au 100 kebabs..."
le-havre,76351,Le Havre,11-03-2026,babarbe,7.31,6,,,,,,,,,"- Ville très facile à vivre (en vivant au centre), tous les commerces sont accessibles à pied/vélo. 
- offre de bus et tramway complète 
- Les rues sont larges, on respire ! 
- Beaucoup d'activités sportives (terre et mer) 
- Immobilier pour le moment encore accessible 
- On s'y sent en sécurité 
(et avec le temps, on finit par apprécier le béton omniprésent dans cette ville rebâtie après la 2GM)","- l'offre de santé... difficile de trouver spécialistes, médecins généralistes 
- La météo pas toujours clémente 
- le béton partout, il faut y prendre goût 
- la propreté dans les rues pas toujours optimale, mais ça s'améliore. 
 
Pour les primo-arrivants, le début peut être effrayant, mais on y prend goût avec le temps tellement les choses sont facilitées ici (mon avis est celui d'un ancien habitant de Nice)."
le-havre,76351,Le Havre,10-02-2026,Abel,5.19,4,,,,,,,,,"Les gens sont sympas. 
Transport pas mal pour se déplacer 
Quelques commerces quand même..","Matin : la pluie après midi: la pluie le soir: la pluie... 
Insupportable ! 
Je suis arrivé en décembre il a plu tout le mois 
Janvier pareil et février encore 
Je parts que pour ça 
Pour mon moral.. j'sais pas comment font les gens ici 
C'est déprimant 
Mais c'est pas la faute à la ville mais où elle se situe. 
Bon courage aux nouveaux arrivants. 
Il devrait l'appeler ville de la pluie ça sonnerait plus vrai."
le-havre,76351,Le Havre,11-11-2025,Nina,7.00,6,,,,,,,,,"La mer, les parcs, la proximité de lieux prisés comme Etretat Deauville Honfleur Trouville etc.. lieux sportifs pour les jeunes.","Mesdames messieurs vos avis négatifs sur la ville du Havre sont les mêmes dans toutes les villes, on s'y plaît ou on s'y plaît pas, il y a mieux mais il y a pire aussi, la ville parfaite dans tous les domaines n'existe pas !"
le-havre,76351,Le Havre,21-07-2025,JJb,7.13,5,,,,,,,,,"Ville agréable avec des quartiers différents à découvrir, la plage , les jardins, beaucoup de lieux de balade, cette ville est agréable moi qui suis arrivé de Paris.","Certains quartiers sales, la faute aux habitants, pas de médecin pour être pris en charge , les gens ne sympathisent  pas facilement et sont peu ouverts d'esprit. 
Ville très calme où on peut s'ennuyer facilement. 
Ville morte le soir."
le-havre,76351,Le Havre,03-01-2025,LOULOU,5.00,8,,,,,,,,,"Plage,  Musées,  Bibliothèque.","Transports et parcmètres trop chers,  
Vignette Crit'Air alors que les usines polluent,  centres commerciaux déserts ou très loin du centre-ville,  besoin des voitures et Crit'Air va empêcher d'y aller,  rues de plus en plus rétrécies à cause des pistes cyclables 
Ville très sale sauf autour de la Mairie 
Manque de magasins sur les quartiers rond-point,  Briand.. autres que kébab et autres de ce genre."
le-havre,76351,Le Havre,04-11-2024,N,4.19,2,,,,,,,,,"Accès à plusieurs musées,  expositions,  sport pour un été au Havre,  l'animation de la ville.","Pas assez de couleurs,  ville trop triste,  toutes les places sont payantes. 
Il y a trop de pollution. 
Il n'y a pas assez de parcs canins. 
Beaucoup de boutiques et magasins ferment, il ne reste plus que les docks."
le-havre,76351,Le Havre,04-10-2024,axel,7.25,4,,,,,,,,,"Ville agréable située en bord de mer, proximité de lieu touristique comme Honfleur et Étretat. 
Ça reste une ville plutôt belle malgré qu'elle fut totalement rasée par la seconde guerre mondiale. 
Ni trop grande et ni trop petite et bien desservie par le tram et bien sûr proximité avec Paris. 
Tous ceux qui critiquent le Havre allez donc vivre en Île-de-France et dans certains quartiers de Nantes et on en reparlera.","Les points négatifs pour moi sont la météo, la petite pollution industrielle et le Havre a quand même un aspect triste. Si vous aimez le beau temps par contre cette ville n'est pas pour vous."
saint-etienne,42218,Saint Etienne,04-06-2026,précarré,2.75,2,,,,,,,,,"Je vis ici depuis 26 ans, venant d'une autre région. Tout de suite séduite par la gentillesse des gens. Seul point positif, hormis le prix des loyers, qui augmentent vu l'engouement des investisseurs. Je suis commerçante, seule ville où j'ai pu m'installer vu les prix. 
Proximité de la nature et d'une grande ville. 
Et vraiment, le coeur des Stéphanois est sans limite.","Ville sale, mal gérée depuis des années, se veut ville du design, des bobos à tous les coins de rue, de la chorégraphie au tags, mais aucun commerce en ville, circulation impossible, incivilités en permanence, insécurité totale, je vois l'évolution bien malgré moi. Cette ville mérite mieux. je l'ai quittée pour aller habiter en campagne à 20 km, je vis sans bruit, sans rodéo la nuit, sans cris nocturnes, sans WC ou canapé déposés la nuit sur le trottoir, sans bar associatif surtout qui pollue nos quartiers avec trafic inhérent jusqu'à 1h du matin. Saint Etienne n'appartient plus à ses habitants et la mairie ne fait rien. Trop de vols, trop de cette population de jeunes qui squattent nos places, nos bancs soit disant dessinés par des designers, lol, pour des lieux de convivialité, eux vivent ailleurs, nous, habitants, on endure. Je constate, pas de haine non plus, je vis avec une personne qui s'appelle Mohammed. 
J'avais peur pour ma fille qui est partie étudiée sur Paris, je la sais plus en sécurité qu'ici. 
Dommage que l'on ne puisse joindre des photos, c'est une honte cette ville en terme de rue, de propreté, d'insécurité, de regroupement nocturne, de jour comme de nuit. Police inexistante, gros trafic place Jacquard, commissariat sur cette même place, c'est à hurler, nous les habitants sommes plus au fait que les fonctionnaires de l'Etat. Une famille d'origine maghrébine, pour dire, pas de jugement, a dû solliciter le Progrès pour faire bouger la Police rue Jules Ledin, c'est ainsi devenu tranquille après 2 encarts dans le journal, le maire a réagi. 
Steel a tué tout commerce, a vidé les rues du centre ville, les commerces se sont tout simplement déplacés, pas de nouveaux venus, pas de création, c'est un complexe de jeux et de mal bouffe pour des parents démunis, désoeuvrés ou peu impliqués qui ne savent pas éduquer leurs enfants, les mères assises sur un banc, après un burger pour tous, lecture? promenades dans le Pilat ? sport ? Merci pour ceux qui bossent 12 heures/jour et qui ont la corde au cou, criblés de dettes, de prêts, un loyer à honorer, honte au Maire qui a signé pour Steel 
C'est une désolation cette ville, les trottoirs appartiennent aux trottinettes, au trafic, 
Je prie pour trouver une solution au niveau de mon travail pour partir enfin, je ne regretterai que la bienveillance des Stéphanois."
saint-etienne,42218,Saint Etienne,13-04-2026,ExParigo,7.94,8,,,,,,,,,"Gens très sympas, mélange architectural, ville bien plus originale que les autres villes de Rhône-Alpes Auvergne. Certains quartiers très calmes, beaucoup de verdure, de petits parcs agréables. Tous les quartiers sont différents. Super musée d'art et d'industrie. L'histoire industrielle de cette ville est passionnante et on le ressent quand on s'y trouve. Souffre de sa mauvaise image, de sa réputation qui globalement est fausse. Sainté d'il y a 30 ans et le Sainté de maintenant sont très différents visuellement. 
La région stéphanoise est superbe entre le Pilat, les gorges de la Loire et le Forez en général. Proche de tout, loin de rien. 
Certains quartiers très abordables à l'achat comme en location. Pas mal d'étudiants. 
Une bonne offre aussi pour nos ainés. 
Globalement une ville qui change en bien, beaucoup moins sale que certaines ""voisines"", projets architecturaux assez intéressants. 
C'est pas la plus belle, surement à cause de son passé, mais elle fait beaucoup d'efforts, les stéphanois sont résilients et créatifs donc c'est certainement pas la plus moche. 
Gros point positif : la sécurité, probablement une des plus sur de la Région. Certes ça reste une grande ville avec son lot de problèmes. J'aurai jamais cru écrire ça il y a 15 ans. Mais je mets la note de 8 à la sécurité car c'est le jour et la nuit comparés aux autre villes AURA.","Mauvaise gestion du centre ville qui en plus subit le mal être économique ou les changements de nombreuses chaines en France. Le grand centre commercial Steel n'a pas aidé mais a en même temps amené une offre qui existait que dans la région Lyonnaise 10 ans avant. 
Infrastructures routières insuffisantes et mal entretenues. 
Les quartiers sud et sud ouest sont moches ""Bellevue, la Métare et la Rivière"". 
Peu d'offre hôtelière, surtout de standing ou de luxe. 
Ville qui mérite en 2026 une meilleure note sur ce site."
saint-etienne,42218,Saint Etienne,10-04-2026,Stéphanois,8.81,8,,,,,,,,,"Une ville agréable à vivre. De très belles façades pour ceux qui savent lever les yeux. De nombreuses activités, on ne s'ennuie jamais. La nature à proximité ! La gentillesse des habitants qu'on ne retrouve nulle part ailleurs.",La sécurité peut encore être améliorée et certains quartiers méritent encore d'être largement rénovés.
saint-etienne,42218,Saint Etienne,22-03-2026,marc,2.38,5,,,,,,,,,Horrible! La ville la plus triste de France. Logements pas chers mais on sait pourquoi!,"Des kebabs comme si il en pleuvait, aussi dégueulasses les uns que les autres, dans toutes les rues ça sent l'odeur du graillon et des friteuses que dégagent ces échoppes de malbouffe. 
 
Ville triste et moche à mourir, énormément de cas sociaux, de sdf, de personnes qui errent du matin au soir. Saint Étienne est la cour des miracles. 
 
Pour y vivre il faut y être né mais c'est le dernier endroit où finir sur terre. Sécurité... où?! 
 
Les trottoirs sont pavés de crottes de chien. Préférez Lyon ou toute autre ville avoisinante plutôt que celle ci si vous ne voulez pas finir en dépression ou en HP."
saint-etienne,42218,Saint Etienne,24-12-2025,Le Phénix,7.81,8,,,,,,,,,"La politesse exquise des Stéphanois. 
Les habitants, quelques soient leurs origines, sont d'une politesse exquise en tous lieux. 
Les loyers sont accessibles aux plus modestes. 
L'animation se révèle en période estivale ou lors de grands événements internationaux à la hauteur de l'Hôtel de ville et de la Préfecture (place Jean Jaurès), avec bars, restaurants et terrasses, qui sont autant de lieux de rencontre, comme les places et rues en direction de la place Chavanelle. 
Le massif du Pilat borde la ville qui dispose de voies arborées et de parcs. 
La police nationale et la police municipale manifestent beaucoup de réactivité, en phase avec une justice peu complaisante envers les voyous. Le Centre pénitentiaire de Saint-Étienne-La Talaudière est redoutable.","Le centre ville perd ses commerces... La politique municipale favorisant les déplacements en voiture (ou en bus) en périphérie de la ville, où se trouvent les centres commerciaux. 
Ville très étalée, faite pour l'automobile, donnant l'impression d'une ville dortoir 
Les centres d'animations artistiques et culturelles sont trop dispersés.  
La culture est surtout une affaire de gros sous et d'investissements payés par les contribuables. Les spectacles et les œuvres, billets d'entrée à pas moins de 50 euros, sont réservés à une élite autoproclamée, qui se recrute dans la fonction publique, les professions libérales et les gens de négoce. 
Pas de dynamique impulsé par la créativité de ses habitants. Ici, on marche sur la tête. La ville ne mérite pas vraiment le titre de capitale française du Design. 
C'est surtout de la com quelques jours dans l'année et des infrastructures, peu rentables! Nombreux lieux d'enseignements secondaires et universitaires, éclatés en différents points de la ville... 
Aucune concertation avec les habitants. Les prochaines municipales, comme dans beaucoup de villes françaises, vont parodier la démocratie; la communication donnera à ""Sainté, le visage d'une ville Potemkine. 
 
Hélas ! Comme partout, la ville souffre de l'insécurité et d'actes perpétrés par des délinquants de plus en plus jeunes."
saint-etienne,42218,Saint Etienne,23-09-2025,Mimio,1.94,3,,,,,,,,,"Beaucoup de transports, tramway, bus, pistes cyclables, trains. 
Les loyers sont peu chers. 
La ville est grande et variée. 
Il y a beaucoup d'immeubles anciens qui montrent le passé ouvrier et les mines de charbon. 
Les gens sont fiers du passé communiste, des mines de charbon et de la misère passée et de la lutte ouvrière du 19ème siècle.","La saleté dans les rues : les gens ne ramassent pas les crottes de leurs chiens, y'a des tags moches partout, des autocollants sales partout , les façades sont moches et rarement repeintes. 
Les commerces ferment tous un par un et le centre ville est délaissé. 
Y a peu de boulot, faut aller à Lyon. 
Et les boulots sont mal payés à Sainté, c'est connu. 
Y a peu d'animations, à part faire le lèche vitrines et les bars et magasins et centres commerciaux. 
Les gens s'ennuient et sont déprimés. 
La mentalité est la pire de France : y'a des ragots et de la jalousie partout, et les gens sont curieux sur la vie des autres et disent du mal sur le dos de tout le monde. 
Je ne conseille pas cette ville, elle est mal gérée et y'a aucune volonté de créer des emplois et de l'activité. 
Tant qu'il n'y aura pas d'emploi et des perspectives, la ville ne changera pas."
saint-etienne,42218,Saint Etienne,18-09-2025,Neige Neige,4.00,3,,,,,,,,,"Une ville pas loin du mont Pilat, vite au vert, pas loin de Lyon et de la haute Loire. 
Tout ce qu'il faut pour se mettre au vert.","Une ville qui est laissée à l'abandon complément, le centre ville les petits commerces ferment. 
Très sociale beaucoup de pauvreté beaucoup de cas sociaux, une ville sale. 
Même dans le quartier le plus prisé de St Etienne, cours Fauriel soi-disant les champs Elysées Stéphanois, ne vous attendez pas à être dans une avenue avec des boutiques de luxe, une clientèle très prisée, faut pas rêver c'est un quartier abandonné, une mixité sociale, sale, les gens sont sympas oui mais ils ne manquerions pas de vous critiquer derrière le dos, ils sont jaloux, s'occupent de tout, on se croirait dans un petit village, malsain, jamais vu ça et pourtant j'ai bougé, j'ai habité dans des grandes villes même des plus petites, jamais vu ça, j'ai hâte de partir de cette ville, pas intéressante. .."
saint-etienne,42218,Saint Etienne,17-08-2025,LAURA13,6.88,7,,,,,,,,,"Beaux immeubles anciens et places ombragées avec terrasses et restauration de qualité. 
Excellente gastronomie de la Loire et bons restaurants, marchés de producteurs avec de très bons produits ( légumes, fromages etc). 
Facilités des transports TGV PARIS direct (encore à améliorer en nombre de trains directs). 
Les stéphanois sont très créatifs ( petits artisans ). 
Ville très attachante mais qui souffre de nombreux dénigrements et un manque criant de bonne publicité. Ville qui pourrait être valorisée car l'esprit stéphanois est inventif avec un passé industriel. École prisée à l'international (passé de la manufacture). Ville qui se cache et ne sait absolument pas se mettre en valeur. 
Consternant de constater à quel point cette ville qui a des atouts a une tendance à l'autoflagellation. 
Bonnes librairies.","En matière de sécurité - insécurité vraiment très préoccupante. On n'est pas du tout rassurée en sortant le soir. 
 
Plans piscines. 
 
Devantures de commerce à l'abandon et très sales. Une action de prévention sur les locaux vacants et leurs entretiens à prévoir. 
 
Trottoirs particulièrement sales et odeurs d'urine... Bouteilles de bière partout et mégots de cigarettes qui jonchent les rues et montées du Crêt de Roc qui pourraient rivaliser avec certaines rues de Montmartre quel dommage. 
Propreté à accentuer en urgence absolue pour cette ville."
toulon,83137,Toulon,19-11-2025,Leenane,6.38,7,,,,,,,,,"Jolie ville avec de beaux monuments, un vieux quartier où il est agréable de se balader. 
Un réseau de bus qui fonctionne bien. 
Un ville propre. 
Une population sympathique en général.","Une police inexistante pour dresser des pv à des conducteurs de motos et voitures trop bruyantes, et à des conducteurs qui dépassent très largement les vitesses autorisées. 
Bruit excessif donc et insécurité routière. 
La mairie ne répond pas aux courriers lorsque l'on se plaint, et n'assure donc pas la tranquillité et la sécurité de ses habitants alors que c'est son rôle."
toulon,83137,Toulon,01-08-2025,Dodo,5.31,6,,,,,,,,,Le seul point positif à Toulon c'est la beauté du paysage.,"Les transports souvent en retard ou alors trop en avance, si vous devez travailler tôt ou finir tard le soir ne comptez pas sur le réseau mistral. 
À Toulon il a a rien à faire pour les jeunes. On s'ennuie vite. le centre commercial Mayol n'a rien d'intéressant."
toulon,83137,Toulon,27-06-2025,Crapaude,6.25,6,,,,,,,,,"Je suis à Toulon depuis 13 ans Cette ville n'a de cesse de s'embellir. Exemple, le quartier Chalucet avec sa médiathèque son musée et le magnifique parc Alexandre 1er, le Mourillon avec ses plages entourées de nombreuses infrastructures, la place de l'équerre, le parc des oiseaux, le parc de la Loubiere, les marchés provençaux dont l'emblématique Cours Lafayette. 
Beaucoup d'équipements sportifs ( liste non exhaustive). Loyers abordables. Beaucoup de commerces et de bons restaurants. 
Sur le plan médical, rien à redire. 
La ville fait des efforts en organisant des patrouilles de force de l'ordre.","L'insécurité. 
Je n'ose pas trop sortir le soir seule. 
Pour une ville comme Toulon, les activités culturelles existent, certes, mais pourrait mieux faire. 
Ville bruyante à certains endroits. 
Beaucoup de béton. 
Les transports en commun s'améliorent, cependant les bus s'arrêtent de circuler tôt. 
A la Garde, côté campus, en soirée et le dimanche c'est clairement la désolation. 
Je plains les étudiants qui ne sont pas motorisés."
toulon,83137,Toulon,11-03-2025,mavix,3.50,5,,,,,,,,,"Proximité de la mer,  soleil, Mont Faron, centre-ville piéton assez typique du sud qui pourrait être agréable,  une grande ville donc des services et des commerces,  une activité touristique qui tente de dynamiser le tout...","Le principal problème reste l'insécurité partagée par les locaux et touristes : vols sur les plages,  dealers en centre historique,  affrontements entre policiers et jeunes... mieux vaut rester chez soi le soir. On se promène dans certaines rues en se retournant tous les 20 mètres,  c'est normal ? 
Sinon la circulation est problématique,  pas assez d'espaces verts en centre-ville,  l'environnement est assez pollué..."
toulon,83137,Toulon,21-02-2025,Andréa,4.06,3,,,,,,,,,"Le soleil,  la mer,  l'arrière pays,  les commerces,  le centre ville piéton,  la culture,  l'architecture. 
 
Ville paradoxale : de très bons points amoindris par une population et un environnement très critiques.","La pollution,  les cas sociaux,  l'incivilité,  la circulation,  le niveau général très bas,  beaucoup d'habitats limites insalubres,  peu de jardins,  parcs malgré une nature merveilleuse ! 
 
C'est à la mairie de gérer ces fléaux qui affligent une belle ville initialement où il pourrait y faire très bon vivre avec une volonté et des initiatives locales."
toulon,83137,Toulon,12-09-2024,Hb8339,4.88,5,,,,,,,,,"Le soleil qui devient un point négatif en été tellement la chaleur est insupportable 
 
Les commerces de toutes natures 
 
Les paysages 
 
La rénovation de la ville basse 
 
L'accès à la mer facile 
 
Le réseau médical de qualité 
 
L'enseignement.","La circulation épouvantable à toute heure 
La population communautariste 
L'immobilier quasi inabordable 
Le bruit le bruit le bruit (klaxon des bus,  échappement des 2 roues,  voitures avec échappements libérés) 
La chaleur torride en été 
Les quartiers calmes sont inabordables tant à l'accès de propriété qu'en location avec une offre rare 
Les chiens aboyeurs véritable fléau 
 
Une belle région qui permettrait de belles balades si la circulation en bouchons n'était pas systématique tant à l'Est qu'à l'Ouest 
 
L'attitude des touristes en été 
 
La ligne Corse Continent au départ de Toulon dont les navires vomissent en permanence leur fumée nauséabonde et polluante."
toulon,83137,Toulon,05-09-2024,Madretti,7.75,7,,,,,,,,,"Ville dynamique à taille humaine et qui évolue dans le bon sens depuis des années (de nombreux travaux ont été effectués pour construire ou réhabiliter des parcs,  places,  rues). Le réseau de transport est comme partout perfectible (une plus grande étendue des plages horaires notamment) mais un vrai choix a été fait par la métropole qui a privilégié le bus et le bateau (réseau mistral dans l'agglo,  réseau de bus Zou! pour la région) pour se déplacer. Culturellement,  de nombreux événements et festivals sont organisés tout au long de l'année,  les scènes nationales Châteauvallon et Liberté,  l'opéra,  le Zénith Oméga et le Palais Neptune proposent une programmation éclectique. L'enseignement artistique proposé par le conservatoire est présent dans toutes les villes et villages de la métropole. L'enseignement général est de qualité,  public et privé. La météo est exceptionnelle dans cette région,  ce qui apporte évidemment une qualité de vie indéniable. Question sécurité,  le risque 0 n'existe malheureusement nulle part,  et Toulon reste une ville très agréable à vivre au quotidien.","- Les embouteillages à l'Est comme à l'Ouest de la ville aux heures de pointe (le tunnel n'a rien réglé de ce point de vue). 
- Les prix immobiliers qui montent continuellement à l'achat comme à la location (comme partout certainement) 
- fermeture progressive d'enseignes au centre commercial Mayol,  pourtant idéalement situé au centre ville,  au profit de l'énorme complexe commercial plus récent Avenue 83 à La Valette,  qui nécessite de sortir de la ville."
toulon,83137,Toulon,21-08-2024,fxtoulon,7.44,9,,,,,,,,,"Pour les amoureux de la nature et les sportifs,  Toulon est une ville idéale. La plage et la montagne (Mont-Faron) est proche du centre ville,  ce qui fait de belles balades en pleine nature et de nombreuses activités à faire seul ou en famille. Le centre-ville a été réhabilité avec de jolies maisons anciennes,  des bâtiments haussmaniens et des places provençales paisibles. La météo est idyllique ! Toulon possède une bonne couverture médicale,  on obtient des rendez-vous assez rapidement. Les quartiers du  Mourillon,  du Mont-Faron,  de la Mitre et du Petit-Bois sont particulièrement calmes et agréables pour les familles. Les loyers y sont plus élevés,  mais ils restent très raisonnables si l'on compare avec les autres villes de la Côte d'Azur.","Les incivilités,  un peu trop de délinquance et les lignes de bus pourraient être plus développées avec des horaires de circulation plus étendus."
grenoble,38185,Grenoble,28-05-2026,Gregre,3.31,4,,,,,,,,,"Ville entourée de montagnes, avec de nombreux itinéraires de randonnée et activités de plein air à proximité. 
Présence importante de laboratoires de recherche et d'un écosystème scientifique reconnu.","La ville est dangereuse, avec des homicides réguliers en centre-ville et des affaires sordides presque chaque semaine (fusillades liées au trafic de drogue, attaque à la grenade dans un bar du Village Olympique, attaques de fourgons, meurtres violents dans certains quartiers, etc.), au point que cela en devient presque comique tellement les faits divers s'enchaînent. 
La ville est aussi très sale : présence de rats, nombreux tags et dégradations dans plusieurs quartiers. 
L'ambiance punk/alternative ne convient pas à tout le monde."
grenoble,38185,Grenoble,21-04-2026,lm8,0.88,1,,,,,,,,,"1. les habitants ont conscience que leur ville est dans un état déplorable. 
2. il y a des montagnes autour 
3. l'aspect ""économique"" industriel n'est pas dans la note : dommage pour Schneider Electric, HP et les quelques derniers résistants au nouveau Chicago..","1. l'insécurité 
2. la candidature de Grenoble retenue comme nouveau Chicago (de fait) 
3. 
2025 : 
a. début février, une grenade est jetée dans un bar 
b. la semaine suivante, une voiture bélier incendiée brûle complètement une bibliothèque toute neuve. 
c. moins de trois semaines après, un baron du grand banditisme se fait assassiner en pleine circulation sur l'A6. 
 
des candidats pour reprendre le flambeau?"
grenoble,38185,Grenoble,18-04-2026,Sabine,3.81,2,,,,,,,,,Les montagnes... et mes souvenirs.,"Je n'ai pas reconnu ma ville. Certes je l'ai quitté depuis longtemps mais quand même. Que s'est-il passé? Qui sont ceux qui l'enlaidissent volontairement? Quel est l'objectif? Pourquoi autant de tags partout? Aucun bâtiments, murs, espaces y échappent. Jusqu'aux portes de chaque immeuble, les volets des appartements, des maisons, dans tous les quartiers (même si place Grenette et Victor restent préservées?) Cette ville est devenue hideuse en grande partie à cause de ses tags qui la défigurent? Qui? L'ultra gauche? La mafia? Les réseaux de drogue? C'est d'une tristesse... ma ville est morte."
